"","x"
"336",2
"337",0
"338",0
"339",1
"340",1
"341",1
"342",0
"343",0
"344",1
"345",0
"346",2
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",2
"357",2
"358",1
"359",2
"360",5
"361",3
"362",4
"363",5
"364",6
"365",1
"366",4
"367",5
"368",7
"369",5
"370",5
"371",6
"372",8
"373",6
"374",9
"375",6
"376",1
"377",0
"378",3
"379",7
"380",1
"381",3
"382",3
"383",5
"384",5
"385",3
"386",7
"387",4
"388",4
"389",4
"390",5
"391",4
"392",1
"393",0
"394",1
"395",0
"396",0
"397",4
"398",1
"399",2
"400",0
"401",0
"402",1
"403",1
"404",1
"405",0
"406",1
"407",0
"408",0
"409",1
"410",1
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",2
"418",0
"419",1
"420",0
"421",0
"422",0
"423",1
"424",0
"425",0
"426",1
"427",1
"428",0
"429",3
"430",1
"431",4
"432",0
"433",0
"434",1
"435",0
"436",2
"437",1
"438",1
"439",1
"440",1
"441",0
"442",1
"443",0
"444",0
"445",0
"446",1
"447",0
"448",0
"449",0
"450",0
"451",1
"452",0
"453",0
"454",0
"455",0
"456",0
"457",0
"458",0
"459",0
"460",0
"461",0
"462",0
"463",0
"464",0
"465",0
"466",0
"467",0
"468",0
"469",1
"470",0
"471",0
"472",1
"473",0
"474",0
"475",0
"476",0
"477",0
"478",0
"479",0
"480",0
"481",0
"482",0
"483",0
"484",0
"485",0
"486",0
"487",0
"488",0
"489",0
"490",1
"491",1
"492",0
"493",0
"494",0
"495",0
"496",0
"497",0
"498",0
"499",0
"500",0
"501",0
"502",0
"503",0
"504",0
"505",0
"506",0
"507",0
"508",0
"509",0
"510",0
"511",0
"512",0
"513",0
"514",0
"515",0
"516",0
"517",0
"518",0
"519",0
"520",0
"521",0
"522",0
"523",0
"524",0
"525",0
"526",0
"527",0
"528",0
"529",0
"530",0
"531",0
"532",0
"533",0
"534",0
"535",0
"536",0
"537",0
"538",0
"539",0
"540",0
"541",0
"542",0
"543",0
"544",0
"545",0
"546",0
"547",0
"548",0
"549",0
"550",0
"551",0
"552",0
"553",0
"554",0
"555",0
"556",0
"557",0
"558",0
"559",0
"560",0
"561",0
"562",0
"563",0
"564",0
"565",0
"566",0
"567",0
"568",0
"569",0
"570",0
"571",0
"572",0
"573",0
"574",0
"575",0
"576",0
"577",0
"578",0
"579",0
"580",0
"581",0
"582",0
"583",0
"584",0
"585",0
"586",0
"587",0
"588",0
"589",0
"590",0
"591",0
"592",0
"593",0
"594",0
"595",0
